id,label
3641,Politik
3642,Politik
3643,Politik
3644,Politik
3645,Politik
3646,Politik
3647,Politik
3648,Politik
3649,Politik
3650,Politik
3651,Politik
3652,Politik
3653,Politik
3654,Politik
3655,Politik
3656,Politik
3657,Politik
3658,Politik
3659,Politik
3660,Politik
3661,Politik
3662,Politik
3663,Politik
3664,Politik
3665,Politik
3666,Politik
3667,Politik
3668,Politik
3669,Politik
3670,Politik
3671,Politik
3672,Politik
3673,Politik
3674,Politik
3675,Politik
3676,Politik
3677,Politik
3678,Politik
3679,Politik
3680,Politik
3681,Politik
3682,Politik
3683,Politik
3684,Politik
3685,Politik
3686,Politik
3687,Politik
3688,Politik
3689,Politik
3690,Politik
3691,Politik
3692,Politik
3693,Politik
3694,Politik
3695,Politik
3696,Politik
3697,Politik
3698,Politik
3699,Politik
3700,Politik
3701,Politik
3702,Politik
3703,Politik
3704,Politik
3705,Politik
3706,Politik
3707,Politik
3708,Politik
3709,Politik
3710,Politik
3711,Politik
3712,Politik
3713,Politik
3714,Politik
3715,Politik
3716,Politik
3717,Politik
3718,Politik
3719,Politik
3720,Politik
3721,Politik
3722,Politik
3723,Politik
3724,Politik
3725,Politik
3726,Politik
3727,Politik
3728,Politik
3729,Politik
3730,Politik
3731,Politik
3732,Politik
3733,Politik
3734,Politik
3735,Politik
3736,Politik
3737,Politik
3738,Politik
3739,Politik
3740,Politik
3741,Politik
3742,Politik
3743,Politik
3744,Politik
3745,Politik
3746,Politik
3747,Politik
3748,Politik
3749,Politik
3750,Politik
3751,Politik
3752,Politik
3753,Politik
3754,Politik
3755,Politik
3756,Politik
3757,Politik
3758,Politik
3759,Politik
3760,Politik
3761,Politik
3762,Politik
3763,Politik
3764,Politik
3765,Politik
3766,Politik
3767,Politik
3768,Politik
3769,Politik
3770,Politik
3771,Politik
3772,Politik
3773,Politik
3774,Politik
3775,Politik
3776,Politik
3777,Politik
3778,Politik
3779,Politik
3780,Politik
3781,Politik
3782,Politik
3783,Politik
3784,Politik
3785,Politik
3786,Politik
3787,Politik
3788,Politik
3789,Politik
3790,Politik
3791,Politik
3792,Politik
3793,Politik
3794,Politik
3795,Politik
3796,Politik
3797,Politik
3798,Politik
3799,Politik
3800,Politik
3801,Politik
3802,Politik
3803,Politik
3804,Politik
3805,Politik
3806,Politik
3807,Politik
3808,Politik
3809,Politik
3810,Politik
3811,Politik
3812,Politik
3813,Politik
3814,Politik
3815,Politik
3816,Politik
3817,Politik
3818,Politik
3819,Politik
3820,Politik
3821,Politik
3822,Politik
3823,Politik
3824,Politik
3825,Politik
3826,Politik
3827,Politik
3828,Politik
3829,Politik
3830,Politik
3831,Politik
3832,Politik
3833,Politik
3834,Politik
3835,Politik
3836,Politik
3837,Politik
3838,Politik
3839,Politik
3840,Politik
3841,Politik
3842,Politik
3843,Politik
3844,Politik
3845,Politik
3846,Politik
3847,Politik
3848,Politik
3849,Politik
3850,Politik
3851,Politik
3852,Politik
3853,Politik
3854,Politik
3855,Politik
3856,Politik
3857,Politik
3858,Politik
3859,Politik
3860,Politik
3861,Politik
3862,Politik
3863,Politik
3864,Politik
3865,Politik
3866,Politik
3867,Politik
3868,Politik
3869,Politik
3870,Politik
3871,Politik
3872,Politik
3873,Politik
3874,Politik
3875,Politik
3876,Politik
3877,Politik
3878,Politik
3879,Politik
3880,Politik
3881,Politik
3882,Politik
3883,Politik
3884,Politik
3885,Politik
3886,Politik
3887,Politik
3888,Politik
3889,Politik
3890,Politik
3891,Politik
3892,Politik
3893,Politik
3894,Politik
3895,Politik
3896,Politik
3897,Politik
3898,Politik
3899,Politik
3900,Politik
3901,Politik
3902,Politik
3903,Politik
3904,Politik
3905,Politik
3906,Politik
3907,Politik
3908,Politik
3909,Politik
3910,Politik
3911,Politik
3912,Politik
3913,Politik
3914,Politik
3915,Politik
3916,Politik
3917,Politik
3918,Politik
3919,Politik
3920,Politik
3921,Politik
3922,Politik
3923,Politik
3924,Politik
3925,Politik
3926,Politik
3927,Politik
3928,Politik
3929,Politik
3930,Politik
3931,Politik
3932,Politik
3933,Politik
3934,Politik
3935,Politik
3936,Politik
3937,Politik
3938,Politik
3939,Politik
3940,Politik
3941,Politik
3942,Politik
3943,Politik
3944,Politik
3945,Politik
3946,Politik
3947,Politik
3948,Politik
3949,Politik
3950,Politik
3951,Politik
3952,Politik
3953,Politik
3954,Politik
3955,Politik
3956,Politik
3957,Politik
3958,Politik
3959,Politik
3960,Politik
3961,Politik
3962,Politik
3963,Politik
3964,Politik
3965,Politik
3966,Politik
3967,Politik
3968,Politik
3969,Politik
3970,Politik
3971,Politik
3972,Politik
3973,Politik
3974,Politik
3975,Politik
3976,Politik
3977,Politik
3978,Politik
3979,Politik
3980,Politik
3981,Politik
3982,Politik
3983,Politik
3984,Politik
3985,Politik
3986,Politik
3987,Politik
3988,Politik
3989,Politik
3990,Politik
3991,Politik
3992,Politik
3993,Politik
3994,Politik
3995,Politik
3996,Politik
3997,Politik
3998,Politik
3999,Politik
4000,Politik
4001,Politik
4002,Politik
4003,Politik
4004,Politik
4005,Politik
4006,Politik
4007,Politik
4008,Politik
4009,Politik
4010,Politik
4011,Politik
4012,Politik
4013,Politik
4014,Politik
4015,Politik
4016,Politik
4017,Politik
4018,Politik
4019,Politik
4020,Politik
4021,Politik
4022,Politik
4023,Politik
4024,Politik
4025,Politik
4026,Politik
4027,Politik
4028,Politik
4029,Politik
4030,Politik
4031,Politik
4032,Politik
4033,Politik
4034,Politik
4035,Politik
4036,Politik
4037,Politik
4038,Politik
4039,Politik
4040,Politik
4041,Politik
4042,Politik
4043,Politik
4044,Politik
4045,Politik
4046,Politik
4047,Politik
4048,Politik
4049,Politik
4050,Politik
4051,Politik
4052,Politik
4053,Politik
4054,Politik
4055,Politik
4056,Politik
4057,Politik
4058,Politik
4059,Politik
4060,Politik
4061,Politik
4062,Politik
4063,Politik
4064,Politik
4065,Politik
4066,Politik
4067,Politik
4068,Politik
4069,Politik
4070,Politik
4071,Politik
4072,Politik
4073,Politik
4074,Politik
4075,Politik
4076,Politik
4077,Politik
4078,Politik
4079,Politik
4080,Politik
4081,Politik
4082,Politik
4083,Politik
4084,Politik
4085,Politik
4086,Politik
4087,Politik
4088,Politik
4089,Politik
4090,Politik
4091,Politik
4092,Politik
4093,Politik
4094,Politik
4095,Politik
4096,Politik
4097,Politik
4098,Politik
4099,Politik
4100,Politik
4101,Politik
4102,Politik
4103,Politik
4104,Politik
4105,Politik
4106,Politik
4107,Politik
4108,Politik
4109,Politik
4110,Politik
4111,Politik
4112,Politik
4113,Politik
4114,Politik
4115,Politik
4116,Politik
4117,Politik
4118,Politik
4119,Politik
4120,Politik
4121,Politik
4122,Politik
4123,Politik
4124,Politik
4125,Politik
4126,Politik
4127,Politik
4128,Politik
4129,Politik
4130,Politik
4131,Politik
4132,Politik
4133,Politik
4134,Politik
4135,Politik
4136,Politik
4137,Politik
4138,Politik
4139,Politik
4140,Politik
4141,Politik
4142,Politik
4143,Politik
4144,Politik
4145,Politik
4146,Politik
4147,Politik
4148,Politik
4149,Politik
4150,Politik
4151,Politik
4152,Politik
4153,Politik
4154,Politik
4155,Politik
4156,Politik
4157,Politik
4158,Politik
4159,Politik
4160,Politik
4161,Politik
4162,Politik
4163,Politik
4164,Politik
4165,Politik
4166,Politik
4167,Politik
4168,Politik
4169,Politik
4170,Politik
4171,Politik
4172,Politik
4173,Politik
4174,Politik
4175,Politik
4176,Politik
4177,Politik
4178,Politik
4179,Politik
4180,Politik
4181,Politik
4182,Politik
4183,Politik
4184,Politik
4185,Politik
4186,Politik
4187,Politik
4188,Politik
4189,Politik
4190,Politik
4191,Politik
4192,Politik
4193,Politik
4194,Politik
4195,Politik
4196,Politik
4197,Politik
4198,Politik
4199,Politik
4200,Politik
4201,Politik
4202,Politik
4203,Politik
4204,Politik
4205,Politik
4206,Politik
4207,Politik
4208,Politik
4209,Politik
4210,Politik
4211,Politik
4212,Politik
4213,Politik
4214,Politik
4215,Politik
4216,Politik
4217,Politik
4218,Politik
4219,Politik
4220,Politik
4221,Politik
4222,Politik
4223,Politik
4224,Politik
4225,Politik
4226,Politik
4227,Politik
4228,Politik
4229,Politik
4230,Politik
4231,Politik
4232,Politik
4233,Politik
4234,Politik
4235,Politik
4236,Politik
4237,Politik
4238,Politik
4239,Politik
4240,Politik
4241,Politik
4242,Politik
4243,Politik
4244,Politik
4245,Politik
4246,Politik
4247,Politik
4248,Politik
4249,Politik
4250,Politik
4251,Politik
4252,Politik
4253,Politik
4254,Politik
4255,Politik
4256,Politik
4257,Politik
4258,Politik
4259,Politik
4260,Politik
4261,Politik
4262,Politik
4263,Politik
4264,Politik
4265,Politik
4266,Politik
4267,Politik
4268,Politik
4269,Politik
4270,Politik
4271,Politik
4272,Politik
4273,Politik
4274,Politik
4275,Politik
4276,Politik
4277,Politik
4278,Politik
4279,Politik
4280,Politik
4281,Politik
4282,Politik
4283,Politik
4284,Politik
4285,Politik
4286,Politik
4287,Politik
4288,Politik
4289,Politik
4290,Politik
4291,Politik
4292,Politik
4293,Politik
4294,Politik
4295,Politik
4296,Politik
4297,Politik
4298,Politik
4299,Politik
4300,Politik
4301,Politik
4302,Politik
4303,Politik
4304,Politik
4305,Politik
4306,Politik
4307,Politik
4308,Politik
4309,Politik
4310,Politik
4311,Politik
4312,Politik
4313,Politik
4314,Politik
4315,Politik
4316,Politik
4317,Politik
4318,Politik
4319,Politik
4320,Politik
4321,Politik
4322,Politik
4323,Politik
4324,Politik
4325,Politik
4326,Politik
4327,Politik
4328,Politik
4329,Politik
4330,Politik
4331,Politik
4332,Politik
4333,Politik
4334,Politik
4335,Politik
4336,Politik
4337,Politik
4338,Politik
4339,Politik
4340,Politik
4341,Politik
4342,Politik
4343,Politik
4344,Politik
4345,Politik
4346,Politik
4347,Politik
4348,Politik
4349,Politik
4350,Politik
4351,Politik
4352,Politik
4353,Politik
4354,Politik
4355,Politik
4356,Politik
4357,Politik
4358,Politik
4359,Politik
4360,Politik
4361,Politik
4362,Politik
4363,Politik
4364,Politik
4365,Politik
4366,Politik
4367,Politik
4368,Politik
4369,Politik
4370,Politik
4371,Politik
4372,Politik
4373,Politik
4374,Politik
4375,Politik
4376,Politik
4377,Politik
4378,Politik
4379,Politik
4380,Politik
4381,Politik
4382,Politik
4383,Politik
4384,Politik
4385,Politik
4386,Politik
4387,Politik
4388,Politik
4389,Politik
4390,Politik
4391,Politik
4392,Politik
4393,Politik
4394,Politik
4395,Politik
4396,Politik
4397,Politik
4398,Politik
4399,Politik
4400,Politik
4401,Politik
4402,Politik
4403,Politik
4404,Politik
4405,Politik
4406,Politik
4407,Politik
4408,Politik
4409,Politik
4410,Politik
4411,Politik
4412,Politik
4413,Politik
4414,Politik
4415,Politik
4416,Politik
4417,Politik
4418,Politik
4419,Politik
4420,Politik
4421,Politik
4422,Politik
4423,Politik
4424,Politik
4425,Politik
4426,Politik
4427,Politik
4428,Politik
4429,Politik
4430,Politik
4431,Politik
4432,Politik
4433,Politik
4434,Politik
4435,Politik
4436,Politik
4437,Politik
4438,Politik
4439,Politik
4440,Politik
4441,Politik
4442,Politik
4443,Politik
4444,Politik
4445,Politik
4446,Politik
4447,Politik
4448,Politik
4449,Politik
4450,Politik
4451,Politik
4452,Politik
4453,Politik
4454,Politik
4455,Politik
4456,Politik
4457,Politik
4458,Politik
4459,Politik
4460,Politik
4461,Politik
4462,Politik
4463,Politik
4464,Politik
4465,Politik
4466,Politik
4467,Politik
4468,Politik
4469,Politik
4470,Politik
4471,Politik
4472,Politik
4473,Politik
4474,Politik
4475,Politik
4476,Politik
4477,Politik
4478,Politik
4479,Politik
4480,Politik
4481,Politik
4482,Politik
4483,Politik
4484,Politik
4485,Politik
4486,Politik
4487,Politik
4488,Politik
4489,Politik
4490,Politik
4491,Politik
4492,Politik
4493,Politik
4494,Politik
4495,Politik
4496,Politik
4497,Politik
4498,Politik
4499,Politik
4500,Politik
4501,Politik
4502,Politik
4503,Politik
4504,Politik
4505,Politik
4506,Politik
4507,Politik
4508,Politik
4509,Politik
4510,Politik
4511,Politik
4512,Politik
4513,Politik
4514,Politik
4515,Politik
4516,Politik
4517,Politik
4518,Politik
4519,Politik
4520,Politik
4521,Politik
4522,Politik
4523,Politik
4524,Politik
4525,Politik
4526,Politik
4527,Politik
4528,Politik
4529,Politik
4530,Politik
4531,Politik
4532,Politik
4533,Politik
4534,Politik
4535,Politik
4536,Politik
4537,Politik
4538,Politik
4539,Politik
4540,Politik
4541,Politik
4542,Politik
4543,Politik
4544,Politik
4545,Politik
4546,Politik
4547,Politik
4548,Politik
4549,Politik
4550,Politik
4551,Politik
4552,Politik
4553,Politik
4554,Politik
4555,Politik
4556,Politik
4557,Politik
4558,Politik
4559,Politik
4560,Politik
4561,Politik
4562,Politik
4563,Politik
4564,Politik
4565,Politik
4566,Politik
4567,Politik
4568,Politik
4569,Politik
4570,Politik
4571,Politik
4572,Politik
4573,Politik
4574,Politik
4575,Politik
4576,Politik
4577,Politik
4578,Politik
4579,Politik
4580,Politik
4581,Politik
4582,Politik
4583,Politik
4584,Politik
4585,Politik
4586,Politik
4587,Politik
4588,Politik
4589,Politik
4590,Politik
4591,Politik
4592,Politik
4593,Politik
4594,Politik
4595,Politik
4596,Politik
4597,Politik
4598,Politik
4599,Politik
4600,Politik
4601,Politik
4602,Politik
4603,Politik
4604,Politik
4605,Politik
4606,Politik
4607,Politik
4608,Politik
4609,Politik
4610,Politik
4611,Politik
4612,Politik
4613,Politik
4614,Politik
4615,Politik
4616,Politik
4617,Politik
4618,Politik
4619,Politik
4620,Politik
4621,Politik
4622,Politik
4623,Politik
4624,Politik
4625,Politik
4626,Politik
4627,Politik
4628,Politik
4629,Politik
4630,Politik
4631,Politik
4632,Politik
4633,Politik
4634,Politik
4635,Politik
4636,Politik
4637,Politik
4638,Politik
4639,Politik
4640,Politik
4641,Politik
4642,Politik
4643,Politik
4644,Politik
4645,Politik
4646,Politik
4647,Politik
4648,Politik
4649,Politik
4650,Politik
4651,Politik
4652,Politik
4653,Politik
4654,Politik
4655,Politik
4656,Politik
4657,Politik
4658,Politik
4659,Politik
4660,Politik
4661,Politik
4662,Politik
4663,Politik
4664,Politik
4665,Politik
4666,Politik
4667,Politik
4668,Politik
4669,Politik
4670,Politik
4671,Politik
4672,Politik
4673,Politik
4674,Politik
4675,Politik
4676,Politik
4677,Politik
4678,Politik
4679,Politik
4680,Politik
4681,Politik
4682,Politik
4683,Politik
4684,Politik
4685,Politik
4686,Politik
4687,Politik
4688,Politik
4689,Politik
4690,Politik
4691,Politik
4692,Politik
4693,Politik
4694,Politik
4695,Politik
4696,Politik
4697,Politik
4698,Politik
4699,Politik
4700,Politik
4701,Politik
4702,Politik
4703,Politik
4704,Politik
4705,Politik
4706,Politik
4707,Politik
4708,Politik
4709,Politik
4710,Politik
4711,Politik
4712,Politik
4713,Politik
4714,Politik
4715,Politik
4716,Politik
4717,Politik
4718,Politik
4719,Politik
4720,Politik
4721,Politik
4722,Politik
4723,Politik
4724,Politik
4725,Politik
4726,Politik
